consulta,categoria,respuesta,respuesta_compuesta,respuestas_compuestas
¿Cómo saber si el horario es definitivo?,horarios,"Si ya pasó la semana de ajustes y no recibiste notificación, tu horario es definitivo.","Para saber si el horario es definitivo, Si ya pasó la semana de ajustes y no recibiste notificación, tu horario es definitivo.","Cómo saber si el horario es definitivo, Si ya pasó la semana de ajustes y no recibiste notificación, tu horario es definitivo."
¿Qué pasa si no tengo clases en un día completo?,horarios,Aprovecha ese día para actividades extracurriculares o tutorías. No se requiere inscripción diaria.,"Lo que necesitas saber sobre pasa si no tengo clases en un día completo es, Aprovecha ese día para actividades extracurriculares o tutorías. No se requiere inscripción diaria.","Lo que necesitas saber sobre pasa si no tengo clases en un día completo es, Aprovecha ese día para actividades extracurriculares o tutorías. No se requiere inscripción diaria."
¿Qué debo hacer si mi constancia de estudio tiene un error?,tramites,Debes acudir a servicios escolares con el documento y solicitar la corrección presentando tu identificación.,"Lo que necesitas saber sobre debo hacer si mi constancia de estudio tiene un error es, Debes acudir a servicios escolares con el documento y solicitar la corrección presentando tu identificación.","Lo que necesitas saber sobre debo hacer si mi constancia de estudio tiene un error es, Debes acudir a servicios escolares con el documento y solicitar la corrección presentando tu identificación."
¿Cuánto tarda el trámite de revalidación de materias?,tramites,El proceso puede tardar entre 5 y 10 días hábiles desde la entrega completa de documentos en coordinación académica.,"El valor relacionado con tarda el trámite de revalidación de materias es, El proceso puede tardar entre 5 y 10 días hábiles desde la entrega completa de documentos en coordinación académica.","El valor relacionado con tarda el trámite de revalidación de materias es, El proceso puede tardar entre 5 y 10 días hábiles desde la entrega completa de documentos en coordinación académica."
¿Dónde tramito un cambio de carrera?,tramites,Debes presentar la solicitud en servicios escolares junto con una carta de motivos y entrevista con el nuevo coordinador.,"Puedes hacerlo en el lugar donde, Debes presentar la solicitud en servicios escolares junto con una carta de motivos y entrevista con el nuevo coordinador.","Puedes realizarlo en el lugar donde, Debes presentar la solicitud en servicios escolares junto con una carta de motivos y entrevista con el nuevo coordinador."
¿Puedo solicitar mi historial académico en línea?,tramites,"Sí, accede al portal estudiantil y selecciona 'Historial académico'. Puedes descargarlo en PDF con tu usuario.","Con respecto a tu pregunta sobre puedo solicitar mi historial académico en línea,, Sí, accede al portal estudiantil y selecciona 'Historial académico'. Puedes descargarlo en PDF con tu usuario.","Con respecto a tu pregunta sobre puedo solicitar mi historial académico en línea,, Sí, accede al portal estudiantil y selecciona 'Historial académico'. Puedes descargarlo en PDF con tu usuario."
¿Qué hacer si pierdo mi credencial institucional?,tramites,Solicita una reposición en servicios escolares. Debes presentar tu identificación y pagar el costo correspondiente.,"Lo que necesitas saber sobre hacer si pierdo mi credencial institucional es, Solicita una reposición en servicios escolares. Debes presentar tu identificación y pagar el costo correspondiente.","Lo que necesitas saber sobre hacer si pierdo mi credencial institucional es, Solicita una reposición en servicios escolares. Debes presentar tu identificación y pagar el costo correspondiente."
¿Cuándo se abren las solicitudes de grado?,tramites,Se habilitan al cierre de cada semestre. Consulta las fechas exactas en el portal institucional o coordinación de carrera.,"El momento indicado para se abren las solicitudes de grado es, Se habilitan al cierre de cada semestre. Consulta las fechas exactas en el portal institucional o coordinación de carrera.","El momento indicado para se abren las solicitudes de grado es, Se habilitan al cierre de cada semestre. Consulta las fechas exactas en el portal institucional o coordinación de carrera."
¿Es posible tramitar documentos por correo electrónico?,tramites,"Sí, algunos documentos se pueden solicitar por correo institucional si previamente has autenticado tu identidad en el sistema.","Con respecto a tu pregunta sobre es posible tramitar documentos por correo electrónico,, Sí, algunos documentos se pueden solicitar por correo institucional si previamente has autenticado tu identidad en el sistema.","Con respecto a tu pregunta sobre es posible tramitar documentos por correo electrónico,, Sí, algunos documentos se pueden solicitar por correo institucional si previamente has autenticado tu identidad en el sistema."
¿Qué hacer si tengo un trámite detenido?,tramites,Comunícate directamente con servicios escolares para verificar si falta algún documento o firma pendiente.,"Lo que necesitas saber sobre hacer si tengo un trámite detenido es, Comunícate directamente con servicios escolares para verificar si falta algún documento o firma pendiente.","Lo que necesitas saber sobre hacer si tengo un trámite detenido es, Comunícate directamente con servicios escolares para verificar si falta algún documento o firma pendiente."
¿Cómo solicito equivalencias de otra institución?,tramites,"Debes presentar el certificado oficial, contenidos programáticos y una carta dirigida al comité académico de tu facultad.","Para solicito equivalencias de otra institución, Debes presentar el certificado oficial, contenidos programáticos y una carta dirigida al comité académico de tu facultad.","Cómo solicito equivalencias de otra institución, Debes presentar el certificado oficial, contenidos programáticos y una carta dirigida al comité académico de tu facultad."
¿Puedo autorizar a alguien para recoger mi título?,tramites,"Sí, mediante carta poder autenticada, copia de tu identificación y del autorizado.","Con respecto a tu pregunta sobre puedo autorizar a alguien para recoger mi título,, Sí, mediante carta poder autenticada, copia de tu identificación y del autorizado.","Con respecto a tu pregunta sobre puedo autorizar a alguien para recoger mi título,, Sí, mediante carta poder autenticada, copia de tu identificación y del autorizado."
¿Dónde puedo reportar daños en el mobiliario de un salón?,instalaciones,Dirígete al módulo de mantenimiento o envía una solicitud en línea desde el portal institucional.,"Puedes hacerlo en el lugar donde, Dirígete al módulo de mantenimiento o envía una solicitud en línea desde el portal institucional.","Puedes realizarlo en el lugar donde, Dirígete al módulo de mantenimiento o envía una solicitud en línea desde el portal institucional."
¿Las instalaciones deportivas están abiertas al público?,instalaciones,"No, solo pueden acceder estudiantes y personal con credencial vigente.","Con respecto a tu pregunta sobre las instalaciones deportivas están abiertas al público,, No, solo pueden acceder estudiantes y personal con credencial vigente.","Con respecto a tu pregunta sobre las instalaciones deportivas están abiertas al público,, No, solo pueden acceder estudiantes y personal con credencial vigente."
¿Puedo reservar el laboratorio de idiomas para práctica libre?,instalaciones,"Sí, puedes solicitarlo en coordinación de idiomas con al menos 24 horas de anticipación.","Con respecto a tu pregunta sobre puedo reservar el laboratorio de idiomas para práctica libre,, Sí, puedes solicitarlo en coordinación de idiomas con al menos 24 horas de anticipación.","Con respecto a tu pregunta sobre puedo reservar el laboratorio de idiomas para práctica libre,, Sí, puedes solicitarlo en coordinación de idiomas con al menos 24 horas de anticipación."
¿Qué hacer si los baños están en mal estado?,instalaciones,Debes reportarlo a mantenimiento desde el portal o en el módulo de servicios estudiantiles.,"Lo que necesitas saber sobre hacer si los baños están en mal estado es, Debes reportarlo a mantenimiento desde el portal o en el módulo de servicios estudiantiles.","Lo que necesitas saber sobre hacer si los baños están en mal estado es, Debes reportarlo a mantenimiento desde el portal o en el módulo de servicios estudiantiles."
¿Hay salas de estudio grupal disponibles?,instalaciones,"Sí, están en la biblioteca y pueden reservarse con tu credencial desde la recepción o el sistema en línea.","Con respecto a tu pregunta sobre hay salas de estudio grupal disponibles,, Sí, están en la biblioteca y pueden reservarse con tu credencial desde la recepción o el sistema en línea.","Con respecto a tu pregunta sobre hay salas de estudio grupal disponibles,, Sí, están en la biblioteca y pueden reservarse con tu credencial desde la recepción o el sistema en línea."
¿Qué condiciones aplican para ingresar al campus los fines de semana?,instalaciones,"El ingreso durante los fines de semana está permitido solo si tienes clases programadas, eventos oficiales o una autorización previa expedida por coordinación académica.","Lo que necesitas saber sobre condiciones aplican para ingresar al campus los fines de semana es, El ingreso durante los fines de semana está permitido solo si tienes clases programadas, eventos oficiales o una autorización previa expedida por coordinación académica.","Lo que necesitas saber sobre condiciones aplican para ingresar al campus los fines de semana es, El ingreso durante los fines de semana está permitido solo si tienes clases programadas, eventos oficiales o una autorización previa expedida por coordinación académica."
